Geneid,Chr,Start,End,Strand,Length
YKL061W,XI,325771,326112,+,342
YKL060C,XI,326408,327487,-,1080
YKL059C,XI,328118,329443,-,1326
YKL058W,XI,330166,330534,+,369
YKL057C,XI,330856,333969,-,3114
YKL056C,XI,334412,334915,-,504
YKL055C,XI,335321,336157,-,837
YKL054C,XI,336537,338753,-,2217
YKL053C-A,XI,339182,339442,-,261
YKL053W,XI,339572,339946,+,375
YKL052C,XI,339668,340546,-,879
YKL051W,XI,341312,342373,+,1062
YKL050C,XI,342852,345620,-,2769
YKL049C,XI,346075,346764,-,690
YKL048C,XI,347214,349136,-,1923
YKL047W,XI,349463,351013,+,1551
YKL046C,XI,351275,352624,-,1350
YKL045W,XI,353493,355079,+,1587
YKL044W,XI,356322,356642,+,321
YKL043W,XI,356748,357848,+,1101
YKL042W,XI,358475,359566,+,1092
YKL041W,XI,360143,360817,+,675
YKL040C,XI,361058,361828,-,771
YKL039W,XI,362622,364193,+,1572
snR69,XI,364776,364876,+,101
YKL038W,XI,365605,369117,+,3513
YKL037W,XI,369365,369721,+,357
YKL036C,XI,369528,369920,-,393
YKL035W,XI,369891,371390,+,1500
YKL034W,XI,371829,374105,+,2277
YKL033W-A,XI,374505,375215,+,711
YKL033W,XI,375456,378572,+,3117
tV(AAC)K2,XI,379680,379753,+,74
YKL032C,XI,380065,381858,-,1794
YKL031W,XI,382072,382485,+,414
YKL030W,XI,382498,383103,+,606
YKL029C,XI,382716,384725,-,2010
YKL028W,XI,385758,387206,+,1449
YKL027W,XI,387562,388905,+,1344
YKL026C,XI,389380,389883,-,504
YKL025C,XI,390240,392279,-,2040
YKL024C,XI,392526,393140,-,615
YKL023C-A,XI,393146,393373,-,228
YKL023W,XI,393721,394554,+,834
YKL022C,XI,394726,397248,-,2523
YKL021C,XI,397344,398750,-,1407
YKL020C,XI,398832,402080,-,3249
YKL019W,XI,402568,403518,+,951
YKL018C-A,XI,403580,403879,-,300
YKL018W,XI,404102,405091,+,990
YKL017C,XI,405190,407241,-,2052
YKL016C,XI,407465,407989,-,525
YKL015W,XI,408544,411483,+,2940
YKL014C,XI,411619,416913,-,5295
YKL013C,XI,417508,418023,-,516
YKL012W,XI,418310,420061,+,1752
YKL011C,XI,420155,421216,-,1062
YKL010C,XI,421424,425875,-,4452
YKL009W,XI,426242,426952,+,711
YKL008C,XI,427295,428551,-,1257
YKL007W,XI,429302,430108,+,807
YKL006C-A,XI;XI,430198;430597,430455;430632,-;-,294
snR87,XI,431030,431138,-,109
YKL006W,XI;XI,431906;432433,432034;432720,+;+,417
YKL005C,XI,433093,434877,-,1785
YKL004W,XI,435580,436785,+,1206
YKL003C,XI,437097,437492,-,396
YKL002W,XI;XI,437778;437906,437837;438544,+;+,699
YKL001C,XI,438777,439385,-,609
YKR001C,XI,440608,442722,-,2115
YKR002W,XI,443232,444938,+,1707
YKR003W,XI,445381,446727,+,1347
YKR004C,XI;XI,446799;447811,447706;448036,-;-,1134
YKR005C,XI;XI,448521;450021,449951;450167,-;-,1578
YKR006C,XI,450423,451217,-,795
YKR007W,XI,451434,451988,+,555
YKR008W,XI,452201,454078,+,1878
YKR009C,XI,454352,457054,-,2703
tL(CAA)K,XI;XI,458557;458627,458594;458670,+;+,82
YKR010C,XI,458924,461239,-,2316
YKR011C,XI,461635,462696,-,1062
YKR012C,XI,463739,464116,-,378
YKR013W,XI,463959,464948,+,990
YKR014C,XI,465367,466071,-,705
YKR015C,XI,466961,468667,-,1707
YKR016W,XI,469717,471339,+,1623
YKR017C,XI,471694,473349,-,1656
YKR018C,XI,473723,475900,-,2178
YKR019C,XI,476216,478063,-,1848
YKR020W,XI,478338,478832,+,495
YKR021W,XI,479234,481981,+,2748
YKR022C,XI,482171,483139,-,969
YKR023W,XI,483419,485011,+,1593
YKR024C,XI,485144,487372,-,2229
YKR025W,XI,487770,488618,+,849
YKR026C,XI,488738,489655,-,918
tR(ACG)K,XI,490968,491040,+,73
YKR027W,XI,491364,493661,+,2298
YKR028W,XI,494257,497358,+,3102
YKR029C,XI,497578,499833,-,2256
YKR030W,XI,500282,501103,+,822
YKR031C,XI,501344,506395,-,5052
YKR032W,XI,506517,506831,+,315
YKR033C,XI,506879,507304,-,426
YKR034W,XI,506898,507707,+,810
YKR035C,XI,507920,508561,-,642
YKR035W-A,XI,507939,508553,+,615
YKR036C,XI,508702,510633,-,1932
YKR037C,XI,510910,511797,-,888
YKR038C,XI,511999,513159,-,1161
tD(GUC)K,XI,513332,513403,-,72
YKR039W,XI,515063,516871,+,1809
tA(AGC)K2,XI,517988,518060,+,73
YKR040C,XI,518063,518566,-,504
YKR041W,XI,518198,518950,+,753
YKR042W,XI,519527,520624,+,1098
YKR043C,XI,520897,521712,-,816
YKR044W,XI,522015,523346,+,1332
YKR045C,XI,523418,523969,-,552
YKR046C,XI,524223,525074,-,852
YKR047W,XI,525257,525562,+,306
YKR048C,XI,525387,526640,-,1254
YKR049C,XI,526830,527231,-,402
YKR050W,XI,527815,530484,+,2670
YKR051W,XI,530946,532202,+,1257
YKR052C,XI,532550,533464,-,915
YKR053C,XI,534067,535281,-,1215
YKR054C,XI,535647,547925,-,12279
YKR055W,XI,548216,549091,+,876
YKR056W,XI,549448,551367,+,1920
YKR057W,XI;XI,551657;552003,551680;552242,+;+,264
YKR058W,XI,552770,554620,+,1851
YKR059W,XI,554987,556174,+,1188
YKR060W,XI,556518,557342,+,825
YKR061W,XI,557677,558954,+,1278
snR42,XI,559016,559366,-,351
YKR062W,XI,559666,560652,+,987
YKR063C,XI,560789,562297,-,1509
YKR064W,XI,562547,565138,+,2592
YKR065C,XI,565299,565892,-,594
YKR066C,XI,566113,567198,-,1086
YKR067W,XI,567918,570149,+,2232
YKR068C,XI,570328,570909,-,582
YKR069W,XI,571612,573393,+,1782
YKR070W,XI,573574,574632,+,1059
YKR071C,XI,574934,575980,-,1047
YKR072C,XI,576435,578123,-,1689
YKR073C,XI,578187,578507,-,321
tK(UUU)K,XI;XI,578965;579025,579001;579060,+;+,73
YKR074W,XI,579209,579676,+,468
YKR075C,XI,579827,580750,-,924
YKR075W-A,XI,580212,580481,+,270
YKR076W,XI,582283,583395,+,1113
YKR077W,XI,583653,584744,+,1092
YKR078W,XI,584952,586709,+,1758
YKR079C,XI,586789,589305,-,2517
YKR080W,XI,590395,591357,+,963
YKR081C,XI,591506,592540,-,1035
YKR082W,XI,592825,596298,+,3474
YKR083C,XI,596421,596822,-,402
YKR084C,XI,597055,598890,-,1836
YKR085C,XI,599094,599681,-,588
YKR086W,XI,599857,603072,+,3216
YKR087C,XI,603195,604232,-,1038
YKR088C,XI,604405,605418,-,1014
YKR089C,XI,605633,608365,-,2733
YKR090W,XI,608946,611066,+,2121
YKR091W,XI,611525,612265,+,741
YKR092C,XI,612665,613885,-,1221
YKR093W,XI,615730,617535,+,1806
YKR094C,XI;XI,617996;618743,618374;618750,-;-,387
YKR095W,XI,619805,625432,+,5628
YKR095W-A,XI;XI,625864;625977,625901;626205,+;+,267
YKR096W,XI,626793,630380,+,3588
YKR097W,XI,631152,632801,+,1650
YKR098C,XI,633026,635179,-,2154
YKR099W,XI,635851,638286,+,2436
YKR100C,XI,638901,639968,-,1068
YKR101W,XI,640540,642504,+,1965
YKR102W,XI,646356,649865,+,3510
YKR103W,XI,653080,656736,+,3657
YKR104W,XI,656836,657756,+,921
YKR105C,XI,658716,660464,-,1749
YKR106W,XI,661442,663289,+,1848
YEL077C,V,264,4097,-,3834
YEL077W-A,V,630,1112,+,483
YEL076C-A,V;V,4185;4602,4322;5114,-;-,651
YEL076C,V,4464,5114,-,651
YEL075W-A,V,4870,5481,+,612
YEL075C,V,5345,5713,-,369
YEL074W,V,6126,6464,+,339
YEL073C,V,7230,7553,-,324
YEL072W,V,13720,14415,+,696
YEL071W,V,16355,17845,+,1491
YEL070W,V,19589,21097,+,1509
YEL069C,V,21537,23231,-,1695
YEL068C,V,25646,25978,-,333
YEL067C,V,26189,26776,-,588
YEL066W,V,26667,27206,+,540
YEL065W,V,27657,29543,+,1887
YEL064C,V,29797,31239,-,1443
YEL063C,V,31694,33466,-,1773
YEL062W,V,34407,36254,+,1848
YEL061C,V,36535,39537,-,3003
YEL060C,V,40046,41953,-,1908
YEL059C-A,V,42400,42624,-,225
YEL059W,V,42652,42960,+,309
YEL058W,V,43252,44925,+,1674
YEL057C,V,45020,45721,-,702
YEL056W,V,47168,48373,+,1206
YEL055C,V,48471,51539,-,3069
snR80,V,52150,52320,-,171
YEL054C,V,52721,53218,-,498
YEL053W-A,V,52908,53255,+,348
YEL053C,V,53901,56102,-,2202
YEL052W,V,56571,58100,+,1530
YEL051W,V,58378,59148,+,771
YEL050W-A,V,59549,59740,+,192
YEL050C,V,59670,60851,-,1182
snR67,V,61352,61433,+,82
snR53,V,61699,61789,+,91
tG(GCC)E,V,61890,61960,-,71
YEL049W,V,63728,64090,+,363
YEL048C,V,64709,65167,-,459
YEL047C,V,65385,66797,-,1413
YEL046C,V,67629,68792,-,1164
YEL045C,V,68840,69265,-,426
YEL044W,V,69757,70257,+,501
YEL043W,V,70478,73348,+,2871
YEL042W,V,73771,75327,+,1557
YEL041W,V,75944,77431,+,1488
YEL040W,V,78053,79456,+,1404
YEL039C,V,79636,79977,-,342
YEL038W,V,80462,81145,+,684
YEL037C,V,81407,82603,-,1197
YEL036C,V,83050,84552,-,1503
YEL035C,V,85045,85545,-,501
YEL034C-A,V,85613,86215,-,603
YEL034W,V,85676,86149,+,474
YEL033W,V,86179,86598,+,420
tS(AGA)E,V,86604,86685,+,82
YEL032W,V,86937,89852,+,2916
YEL032C-A,V,87040,87201,-,162
YEL031W,V,90258,93905,+,3648
YEL030C-A,V,94583,94897,-,315
YEL030W,V,94644,96578,+,1935
YEL029C,V,96858,97796,-,939
YEL028W,V,98668,99129,+,462
tM(CAU)E,V,100133,100204,+,72
YEL027W,V,100769,101251,+,483
YEL026W,V,101943,102323,+,381
YEL025C,V,102581,106147,-,3567
YEL024W,V,107260,107907,+,648
YEL023C,V,108504,110552,-,2049
YEL022W,V,111421,115800,+,4380
YEL021W,V,116167,116970,+,804
YEL020C-B,V,117183,117380,-,198
YEL020W-A,V,117211,117474,+,264
RPR1,V,117667,118035,-,369
YEL020C,V,118617,120299,-,1683
YEL019C,V,120498,121301,-,804
YEL018C-A,V,121455,121988,-,534
YEL018W,V,121471,122310,+,840
YEL017C-A,V,122798,122929,-,132
YEL017W,V,123657,124670,+,1014
YEL016C,V,124737,126218,-,1482
YEL015W,V,126629,128284,+,1656
YEL014C,V,128303,128608,-,306
YEL013W,V,128825,130561,+,1737
tQ(UUG)E2,V,131082,131153,-,72
YEL012W,V;V,131772;131900,131776;132551,+;+,657
YEL011W,V,133120,135234,+,2115
tK(CUU)E1,V,135425,135497,-,73
YEL010W,V,136279,136629,+,351
YEL009C-A,V,136371,136778,-,408
tR(UCU)E,V,138666,138737,+,72
YEL009C,V,138918,139763,-,846
YEL008W,V,140512,140892,+,381
YEL008C-A,V,140726,140818,-,93
YEL007W,V,141892,143892,+,2001
YEL006W,V,144327,145334,+,1008
YEL005C,V,145907,146755,-,849
YEL004W,V,146951,147979,+,1029
YEL003W,V;V,148176;148283,148194;148599,+;+,336
YEL002C,V,148722,150014,-,1293
YEL001C,V,150301,150978,-,678
YER001W,V,153520,155808,+,2289
YER002W,V,156803,157498,+,696
YER003C,V;V,157736;159088,158994;159118,-;-,1290
YER004W,V,159580,160275,+,696
YER005W,V,160550,162442,+,1893
YER006W,V,162723,164285,+,1563
YER006C-A,V,164344,164661,-,318
YER007W,V,164527,166083,+,1557
YER007C-A,V;V,166237;166875,166771;166885,-;-,546
snR14,V,167427,167586,-,160
YER008C,V,167808,171818,-,4011
YER009W,V,172115,172492,+,378
YER010C,V,172634,173338,-,705
YER011W,V,175248,176012,+,765
tE(UUC)E1,V,177099,177170,+,72
YER012W,V,177835,178431,+,597
YER013W,V,178841,182278,+,3438
YER014W,V,182600,184219,+,1620
YER014C-A,V;V,183731;184678,184169;184700,-;-,462
YER015W,V,184541,186775,+,2235
YER016W,V,188277,189311,+,1035
YER017C,V,189503,191788,-,2286
YER018C,V,191959,192624,-,666
YER019W,V,192797,194230,+,1434
YER019C-A,V,194273,194539,-,267
YER020W,V,195168,196517,+,1350
YER021W,V,196948,198519,+,1572
YER022W,V,198812,200875,+,2064
YER023W,V,201076,201936,+,861
YER023C-A,V,201522,201734,-,213
YER024W,V,202192,204963,+,2772
YER025W,V,205251,206834,+,1584
tH(GUG)E1,V,207357,207428,+,72
YER026C,V,207644,208474,-,831
YER027C,V,208979,210232,-,1254
YER028C,V,210692,211876,-,1185
YER029C,V,212587,213177,-,591
YER030W,V,213437,213898,+,462
YER031C,V,214076,214747,-,672
YER032W,V,215063,217693,+,2631
YER033C,V,218057,221287,-,3231
YER034W,V,221846,222403,+,558
YER035W,V,222639,223076,+,438
YER036C,V,223367,225199,-,1833
YER037W,V,225889,226854,+,966
YER038C,V,226858,228252,-,1395
YER038W-A,V,228451,228831,+,381
YER039C,V,228456,229205,-,750
YER039C-A,V,229263,229481,-,219
YER040W,V,229795,231987,+,2193
YER041W,V,232461,234740,+,2280
YER042W,V,234937,235491,+,555
YER043C,V,235770,237119,-,1350
YER044C,V,237570,238016,-,447
YER044C-A,V;V,238460;239712,239623;239774,-;-,1227
YER045C,V,240032,241501,-,1470
YER046W,V,243180,243611,+,432
YER046W-A,V,243700,244029,+,330
YER047C,V,243810,246503,-,2694
YER048C,V,246982,248157,-,1176
tQ(UUG)E1,V,250286,250357,+,72
YER048W-A,V,250718,251002,+,285
YER049W,V,251728,253662,+,1935
YER050C,V,253971,254387,-,417
YER051W,V,254656,256134,+,1479
YER052C,V,256375,257958,-,1584
YER053C,V,258737,259639,-,903
YER053C-A,V,260933,261046,-,114
YER054C,V,262052,263698,-,1647
YER055C,V,264892,265785,-,894
YER056C,V,266512,268113,-,1602
YER056C-A,V;V,269423;270149,269751;270185,-;-,366
YER057C,V,270737,271126,-,390
YER058W,V,271768,272091,+,324
YER059W,V,272624,273886,+,1263
YER060W,V,274567,276153,+,1587
YER060W-A,V,276572,278164,+,1593
YER061C,V,278298,279626,-,1329
YER062C,V,279930,280682,-,753
YER063W,V,281710,282366,+,657
YER064C,V,282705,284222,-,1518
YER065C,V,285241,286914,-,1674
tS(UGA)E,V,288443,288524,-,82
YER066W,V,290242,290799,+,558
YER066C-A,V,291703,292203,-,501
YER067W,V,292066,292551,+,486
YER067C-A,V,292240,292563,-,324
YER068W,V,293050,294813,+,1764
YER068C-A,V,295301,295732,-,432
YER069W,V,295410,298001,+,2592
YER070W,V,298950,301616,+,2667
YER071C,V,301947,302327,-,381
YER072W,V,302806,303195,+,390
YER073W,V,304030,305592,+,1563
YER074W,V;V,306323;306792,306325;307196,+;+,408
YER074W-A,V;V;V,307653;307849;308068,307746;307956;308123,+;+;+,258
YER075C,V,308413,311199,-,2787
tA(UGC)E,V,312023,312095,-,73
YER076C,V,312590,313498,-,909
YER076W-A,V,313390,313737,+,348
YER077C,V,314534,316600,-,2067
YER078C,V,316807,318342,-,1536
YER078W-A,V,318646,318810,+,165
YER079W,V,318920,319552,+,633
YER079C-A,V,319902,320240,-,339
YER080W,V,319963,321846,+,1884
SRG1,V,322212,322762,+,551
YER081W,V,322686,324095,+,1410
YER082C,V,324272,325936,-,1665
YER083C,V,326174,327031,-,858
YER084W,V,327065,327451,+,387
YER084W-A,V,327598,328110,+,513
YER085C,V,327619,328140,-,522
YER086W,V,328477,330207,+,1731
YER087W,V,330576,332306,+,1731
YER087C-A,V,331817,332368,-,552
YER087C-B,V,332582,332830,-,249
YER088C,V,333176,335188,-,2013
YER088C-A,V,335696,336019,-,324
YER088W-B,V,335927,336073,+,147
YER089C,V,335946,337340,-,1395
YER090W,V,337949,339472,+,1524
YER090C-A,V,338322,338411,-,90
YER091C,V,339864,342167,-,2304
YER091C-A,V,342390,342611,-,222
YER092W,V,342855,343232,+,378
YER093C,V,343320,347612,-,4293
YER093C-A,V;V,347912;348277,348201;348400,-;-,414
YER094C,V,348729,349346,-,618
YER095W,V,349980,351182,+,1203
YER096W,V,351698,353236,+,1539
tE(UUC)E2,V,354934,355005,+,72
YER097W,V,355140,355469,+,330
YER098W,V,355466,357730,+,2265
YER099C,V,358105,359061,-,957
YER100W,V,359562,360314,+,753
YER101C,V,360502,361794,-,1293
YER102W,V,363100,363702,+,603
YER103W,V,364589,366517,+,1929
YER104W,V,366802,367428,+,627
YER105C,V,367838,372013,-,4176
YER106W,V,372326,373234,+,909
YER107C,V,373448,374545,-,1098
YER107W-A,V,374394,374714,+,321
YER109C,V,375215,377614,-,2400
YER110C,V,378762,382103,-,3342
YER111C,V,382595,385876,-,3282
YER112W,V,387232,387795,+,564
YER113C,V,387932,390052,-,2121
YER114C,V,390590,393712,-,3123
YER115C,V,394292,394867,-,576
YER116C,V,395348,396172,-,825
YER117W,V;V,396769;397282,396810;397653,+;+,414
YER118C,V,397952,399055,-,1104
YER119C,V,399496,400842,-,1347
YER119C-A,V,400867,401238,-,372
YER120W,V,401135,401869,+,735
YER121W,V,402375,402719,+,345
YER122C,V,402871,404352,-,1482
YER123W,V,404813,406387,+,1575
YER124C,V,407342,409063,-,1722
YER125W,V,410189,412618,+,2430
YER126C,V,413394,414179,-,786
YER127W,V,414481,415554,+,1074
YER128W,V,415859,416470,+,612
YER129W,V,417281,420709,+,3429
YER130C,V,421115,422446,-,1332
YER131W,V,423952,424311,+,360
snR4,V,424698,424883,+,186
YER132C,V,425188,430449,-,5262
snR52,V,431129,431220,-,92
YER133W,V;V,432495;433197,432671;433958,+;+,939
tH(GUG)E2,V,434541,434612,-,72
tK(CUU)E2,V,435752,435824,-,73
YER133W-A,V,437191,437532,+,342
YER134C,V,437267,437803,-,537
YER135C,V,437952,438344,-,393
tV(AAC)E1,V,438700,438773,+,74
YER136W,V,439616,440971,+,1356
YER137C,V,441373,441819,-,447
YER137W-A,V,441575,441880,+,306
SCR1,V,441987,442508,+,522
tI(AAU)E1,V,443202,443275,-,74
YER138C,V;V,443756;447723,447721;449024,-;-,5268
YER137C-A,V,447702,449024,-,1323
YER138W-A,V,449474,449578,+,105
YER139C,V,450563,451243,-,681
YER140W,V,451565,453235,+,1671
YER141W,V,453459,454919,+,1461
YER142C,V,455146,456036,-,891
YER143W,V,456319,457605,+,1287
YER144C,V,457806,460223,-,2418
YER145C,V,460526,461740,-,1215
YER145C-A,V,462386,462823,-,438
YER146W,V,462585,462866,+,282
YER147C,V,462968,464842,-,1875
YER147C-A,V,465203,465613,-,411
YER148W,V,465303,466025,+,723
YER148W-A,V,466185,466763,+,579
YER149C,V,466208,467470,-,1263
YER150W,V,468370,468816,+,447
tV(AAC)E2,V,469457,469530,+,74
YER151C,V,469686,472424,-,2739
YER152C,V,472657,473988,-,1332
YER152W-A,V,473485,474051,+,567
YER153C,V,474041,474805,-,765
YER154W,V,475020,476228,+,1209
YER155C,V,476345,482848,-,6504
YER156C,V,483325,484341,-,1017
YER157W,V,484788,487193,+,2406
tE(UUC)E3,V,487331,487402,-,72
YER158C,V,488857,490578,-,1722
YER158W-A,V,491487,491702,+,216
YER159C,V,491530,491958,-,429
tR(ACG)E,V,492352,492424,-,73
YER160C,V;V,492856;496823,496821;498124,-;-,5268
YER159C-A,V,496802,498124,-,1323
YER161C,V,499347,500348,-,1002
YER162C,V,500630,502894,-,2265
YER163C,V,503084,503782,-,699
YER164W,V,505392,509798,+,4407
YER165W,V,510373,512106,+,1734
YER165C-A,V,512627,512983,-,357
YER166W,V,512744,517459,+,4716
YER167W,V,518216,520771,+,2556
YER168C,V,521029,522669,-,1641
YER169W,V,523369,525759,+,2391
YER170W,V,525974,526651,+,678
YER171W,V,527082,529418,+,2337
YER172C,V,529530,536021,-,6492
YER172C-A,V,536275,536655,-,381
YER173W,V,536300,538279,+,1980
YER174C,V,538434,539168,-,735
YER175C,V,539464,540363,-,900
YER175W-A,V,540650,540814,+,165
YER176W,V,541690,545055,+,3366
YER177W,V,545611,546414,+,804
YER178W,V,546817,548079,+,1263
YER179W,V;V,548421;548645,548552;549517,+;+,1005
YER180C,V,549724,550527,-,804
YER180C-A,V,550865,551122,-,258
tI(AAU)E2,V,551285,551358,-,74
YER181C,V,551473,551796,-,324
YER182W,V,552525,553259,+,735
YER183C,V,553334,553969,-,636
YER184C,V,556296,558680,-,2385
YER185W,V,559454,560365,+,912
YER186C,V,561705,562625,-,921
YER187W,V,566230,566655,+,426
YER188W,V,568040,568759,+,720
YER188C-A,V,569608,569907,-,300
YER189W,V,571155,571523,+,369
YER190W,V,571480,576525,+,5046
YER190C-A,V,574804,575379,-,576
YER190C-B,V,575680,576162,-,483
YHL050C,VIII;VIII,445;2671,1897;3311,-;-,2094
YHL050W-A,VIII,811,1293,+,483
YHL049C,VIII,3726,4541,-,816
YHL048C-A,VIII,5663,5797,-,135
YHL048W,VIII,6401,7546,+,1146
YHL047C,VIII,8351,10213,-,1863
YHL046W-A,VIII,9981,10307,+,327
YHL046C,VIII,11923,12285,-,363
YHL045W,VIII,12502,12849,+,348
YHL044W,VIII,13565,14272,+,708
YHL043W,VIII,14901,15413,+,513
YHL042W,VIII,15667,16119,+,453
YHL041W,VIII,17392,17841,+,450
YHL040C,VIII,19088,20971,-,1884
YHL039W,VIII,21783,23540,+,1758
YHL038C,VIII,23617,25509,-,1893
YHL037C,VIII,25778,26179,-,402
YHL036W,VIII,26241,27881,+,1641
YHL035C,VIII,27978,32756,-,4779
YHL034W-A,VIII,33176,33637,+,462
YHL034C,VIII,33193,34077,-,885
YHL033C,VIII,35255,36025,-,771
YHL032C,VIII,36379,38508,-,2130
YHL031C,VIII,38815,39486,-,672
YHL030W-A,VIII,39074,39535,+,462
YHL030W,VIII,40084,45690,+,5607
YHL029C,VIII,45929,47968,-,2040
YHL028W,VIII,48763,50580,+,1818
YHL027W,VIII,51111,52988,+,1878
YHL026C,VIII,53219,54166,-,948
YHL025W,VIII,54851,55849,+,999
YHL024W,VIII,56649,58790,+,2142
YHL023C,VIII,59123,62563,-,3441
tH(GUG)H,VIII,62755,62826,+,72
YHL022C,VIII,62961,64157,-,1197
YHL021C,VIII,64462,65859,-,1398
YHL020C,VIII,66242,67456,-,1215
YHL019W-A,VIII,67711,68304,+,594
YHL019C,VIII,67731,69548,-,1818
YHL018W,VIII,69708,70070,+,363
YHL017W,VIII,70276,71874,+,1599
YHL016C,VIII,72037,74244,-,2208
YHL015W-A,VIII,74699,74782,+,84
YHL015W,VIII,75412,75777,+,366
YHL014C,VIII,76097,77314,-,1218
YHL013C,VIII,77430,78353,-,924
YHL012W,VIII,78936,80417,+,1482
YHL011C,VIII,80654,81616,-,963
YHL010C,VIII,81964,83721,-,1758
YHL009C,VIII,84068,85060,-,993
tV(AAC)H,VIII,85298,85371,-,74
YHL009W-B,VIII;VIII,85909;86996,86994;91318,+;+,5409
YHL009W-A,VIII,85909,87150,+,1242
YHL008C,VIII,92627,94510,-,1884
YHL007C,VIII,95118,97937,-,2820
YHL006W-A,VIII,97732,98085,+,354
YHL006C,VIII,98343,98795,-,453
YHL005C,VIII,98828,99220,-,393
YHL004W,VIII,99219,100403,+,1185
YHL003C,VIII,100648,101883,-,1236
YHL002C-A,VIII,102587,103075,-,489
YHL002W,VIII,102612,103970,+,1359
YHL001W,VIII;VIII,104277;104804,104405;105091,+;+,417
YHR001W,VIII,106055,107368,+,1314
YHR001W-A,VIII;VIII,107826;107895,107831;108122,+;+,234
YHR002W,VIII,108812,109885,+,1074
YHR003C,VIII,110028,111317,-,1290
YHR004C,VIII,111754,113094,-,1341
YHR005C,VIII,113499,114917,-,1419
YHR005C-A,VIII,115620,115901,-,282
tT(AGU)H,VIII,116107,116179,-,73
YHR006W,VIII,117814,119439,+,1626
YHR007C,VIII,120091,121683,-,1593
YHR007C-A,VIII,122550,122765,-,216
YHR008C,VIII,122889,123590,-,702
YHR009C,VIII,124109,125680,-,1572
YHR010W,VIII;VIII,126521;127113,126551;127492,+;+,411
YHR011W,VIII,127780,129120,+,1341
YHR012W,VIII;VIII,129481;129648,129528;130448,+;+,849
YHR013C,VIII,130730,131446,-,717
YHR014W,VIII,132047,132922,+,876
tS(AGA)H,VIII,133026,133107,-,82
tQ(UUG)H,VIII,134321,134392,+,72
YHR015W,VIII,134554,136533,+,1980
YHR016C,VIII;VIII,136881;138409,138240;138455,-;-,1407
YHR017W,VIII,138694,139851,+,1158
YHR018C,VIII,140011,141402,-,1392
YHR019C,VIII,141894,143558,-,1665
YHR020W,VIII,143996,146062,+,2067
tA(AGC)H,VIII,146242,146314,-,73
YHR021C,VIII;VIII,147871;148667,148116;148669,-;-,249
YHR021W-A,VIII,149225,149680,+,456
YHR022C,VIII,149575,150345,-,771
YHR022C-A,VIII,151217,151306,-,90
YHR023W,VIII,151666,157452,+,5787
YHR024C,VIII,157744,159192,-,1449
YHR025W,VIII,159438,160511,+,1074
YHR026W,VIII,160844,161485,+,642
YHR027C,VIII,161730,164711,-,2982
YHR028C,VIII,164978,167434,-,2457
YHR028W-A,VIII,167352,167672,+,321
YHR029C,VIII,167677,168561,-,885
YHR030C,VIII,168890,170344,-,1455
YHR031C,VIII,170799,172970,-,2172
YHR032W,VIII,173344,175089,+,1746
YHR032W-A,VIII,175195,175374,+,180
YHR032C-A,VIII,175275,175394,-,120
YHR033W,VIII,175548,176819,+,1272
YHR034C,VIII,176965,177999,-,1035
YHR035W,VIII,178219,180111,+,1893
YHR036W,VIII,180345,181760,+,1416
YHR037W,VIII,181977,183704,+,1728
YHR038W,VIII,184066,184758,+,693
YHR039C,VIII,184875,186809,-,1935
YHR039C-A,VIII;VIII,187173;187677,187514;187679,-;-,345
YHR040W,VIII,187924,189024,+,1101
YHR041C,VIII;VIII,189131;189851,189749;189864,-;-,633
YHR042W,VIII,190543,192618,+,2076
YHR043C,VIII,192805,193545,-,741
YHR044C,VIII,194068,194808,-,741
YHR045W,VIII,195551,197233,+,1683
YHR046C,VIII,197398,198285,-,888
YHR047C,VIII,198740,201310,-,2571
YHR048W,VIII,204607,206151,+,1545
YHR049W,VIII,206462,207193,+,732
YHR049C-A,VIII,207234,207530,-,297
YHR050W,VIII,207654,209303,+,1650
YHR050W-A,VIII,209475,209645,+,171
YHR051W,VIII,209705,210151,+,447
YHR052W,VIII,210848,211978,+,1131
RUF5-1,VIII,212409,213118,+,710
YHR052W-A,VIII,212510,212704,+,195
YHR053C,VIII,212535,212720,-,186
YHR054C,VIII,213185,214249,-,1065
RUF5-2,VIII,214407,215116,+,710
YHR054W-A,VIII,214508,214702,+,195
YHR055C,VIII,214533,214718,-,186
YHR056C,VIII,215183,217834,-,2652
YHR056W-A,VIII,217406,217840,+,435
YHR057C,VIII,218226,218843,-,618
YHR058C,VIII,218997,219884,-,888
YHR059W,VIII,220108,220500,+,393
YHR060W,VIII,220725,221270,+,546
YHR061C,VIII,221534,222478,-,945
YHR062C,VIII,222877,223758,-,882
YHR063C,VIII,224030,225169,-,1140
YHR063W-A,VIII,225442,225777,+,336
YHR064C,VIII,225525,227141,-,1617
YHR065C,VIII,227532,229037,-,1506
YHR066W,VIII,229335,230696,+,1362
YHR067W,VIII,230970,231812,+,843
YHR068W,VIII,232133,233296,+,1164
YHR069C,VIII,233579,234658,-,1080
YHR069C-A,VIII,234874,235236,-,363
YHR070W,VIII,234881,236380,+,1500
YHR070C-A,VIII,236102,236512,-,411
YHR071W,VIII,237004,237693,+,690
tF(GAA)H1,VIII;VIII,237848;237903,237883;237939,-;-,73
YHR071C-A,VIII,238910,239230,-,321
YHR072W,VIII,239098,241293,+,2196
YHR072W-A,VIII,241664,241840,+,177
YHR073W,VIII,242582,245572,+,2991
